Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-09-27,The Girl Who Killed Her Parents,2021,https://boxd.it/2aed9J,1,,,2021-09-26
2021-09-27,The Boy Who Killed My Parents,2021,https://boxd.it/2aeesH,0.5,,,2021-09-26
2021-09-28,Old,2021,https://boxd.it/2apMGZ,2.5,,,2021-09-27
2021-09-30,Crazed Fruit,1956,https://boxd.it/2aDpEp,4,,,2021-09-29
2021-10-01,Good-for-Nothing,1960,https://boxd.it/2aI9lr,2.5,,,2021-09-30
2021-10-01,Rope,1948,https://boxd.it/2aKWvT,3,,,2021-09-30
2021-10-07,Fudoh: The New Generation,1996,https://boxd.it/2bGBKp,2.5,,,2021-10-06
2021-10-13,Gregory's Girl,1980,https://boxd.it/2cAX1X,3,,,2021-10-12
2021-10-14,Clue,1985,https://boxd.it/2cJo8n,3,,,2021-10-13
2021-10-14,The Haunting,1963,https://boxd.it/2cKkBR,3,,,2021-10-13
2021-10-14,Bad Trip,2021,https://boxd.it/2cL3Mv,3,,,2021-10-13
2021-10-14,The Night House,2020,https://boxd.it/2cNBRX,3.5,,,2021-10-13
2021-10-15,The Insect Woman,1963,https://boxd.it/2cVBgt,4,Yes,,2021-10-14
2021-10-15,Jackie,2016,https://boxd.it/2cX22l,3,,,2021-10-15
2021-10-15,When Harry Met Sally...,1989,https://boxd.it/2cXT2X,4,,,2021-10-15
2021-10-15,The Brown Bunny,2003,https://boxd.it/2cY60P,3,,,2021-10-15
2021-10-16,Cry Macho,2021,https://boxd.it/2d321J,4,,,2021-10-15
2021-10-17,The Map of Tiny Perfect Things,2021,https://boxd.it/2d9wEX,2,,,2021-10-16
2021-10-17,The Guilty,2018,https://boxd.it/2dbkon,4,,,2021-10-16
2021-10-17,Body Double,1984,https://boxd.it/2dbEXR,3,,,2021-10-16
2021-10-17,"Crimson Bat, the Blind Swordswoman",1969,https://boxd.it/2dcdVr,2,,,2021-10-16
2021-10-17,Confession of Murder,2012,https://boxd.it/2djf9t,3,,,2021-10-17
2021-10-21,Lucky Chan-sil,2019,https://boxd.it/2dSEmH,5,,,2021-10-21
2021-10-23,Rear Window,1954,https://boxd.it/2e6f4L,5,Yes,,2021-10-22
2021-10-24,Morphine,2008,https://boxd.it/2ekWNn,4,,,2021-10-24
2021-10-24,Cargo 200,2007,https://boxd.it/2emdhl,4,,,2021-10-24
2021-10-28,Mermaid,1997,https://boxd.it/2f0EJL,,,,2021-10-28
2021-10-30,Night and Fog,1956,https://boxd.it/2fhCmf,,,,2021-10-30
2021-10-31,Brother 2,2000,https://boxd.it/2fsd4n,4,,,2021-10-30
2021-10-31,Dead Man's Bluff,2005,https://boxd.it/2fttQp,3,,,2021-10-31
2021-10-31,Of Freaks and Men,1998,https://boxd.it/2furjl,3,,,2021-10-31
2021-11-01,Directed by Andrei Tarkovsky,1988,https://boxd.it/2fzQSv,3,,,2021-10-31
2021-11-01,It Doesn't Hurt Me,2006,https://boxd.it/2fETT7,5,,,2021-10-31
2021-11-01,War,2002,https://boxd.it/2fI1l9,3.5,,,2021-11-01
2021-11-02,Samba,2014,https://boxd.it/2fRxm7,1.5,,,2021-11-01
2021-11-03,October (Ten Days that Shook the World),1928,https://boxd.it/2g0VTd,,,,2021-11-02
2021-11-04,Ashes,2012,https://boxd.it/2gag2H,3,,,2021-11-03
2021-11-04,The Castle,1994,https://boxd.it/2gbj4j,4,,,2021-11-04
2021-11-05,Demonlover,2002,https://boxd.it/2gi4Mp,3.5,,,2021-11-04
2021-11-05,Arrhythmia,2017,https://boxd.it/2giQmp,1,,,2021-11-05
2021-11-06,Death of a Shadow,2012,https://boxd.it/2gq747,2.5,,,2021-11-05
2021-11-06,Sisters,2001,https://boxd.it/2gqRNR,5,,,2021-11-05
2021-11-07,Chekist,1992,https://boxd.it/2gCfxb,3.5,,,2021-11-07
2021-11-08,Endless Night,2019,https://boxd.it/2gN9o5,3,,,2021-11-07
2021-11-09,Heart,2019,https://boxd.it/2gVLPT,2,,,2021-11-08
2021-12-14,The Guest,2014,https://boxd.it/2mh77h,1,,,2021-12-14
2021-12-23,Kite,1998,https://boxd.it/2nJjZ1,3,,,2021-12-22
2021-12-29,Don't Look Up,2021,https://boxd.it/2pgxbT,2,,,2021-12-28
2021-12-29,Flower,2017,https://boxd.it/2posTn,2,,,2021-12-29
2021-12-29,The Harder They Fall,2021,https://boxd.it/2ppjHT,2.5,,,2021-12-29
2022-01-02,Red Rocket,2021,https://boxd.it/2qlwgR,0.5,,,2022-01-01
2022-01-02,Harry Potter 20th Anniversary: Return to Hogwarts,2022,https://boxd.it/2qowUN,,,,2022-01-01
2022-01-04,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/2r1yvN,1.5,,,2022-01-03
2022-01-04,The French Dispatch,2021,https://boxd.it/2r4e7H,3,,,2022-01-03
2022-01-05,Bullet in the Head,1990,https://boxd.it/2rmEev,4,,,2022-01-05
2022-01-06,Infernal Affairs,2002,https://boxd.it/2rCDVl,2.5,,,2022-01-06
2022-01-07,Election,2005,https://boxd.it/2rJwHP,3,,,2022-01-06
2022-01-07,Flowers of Shanghai,1998,https://boxd.it/2rPGut,3.5,,,2022-01-06
2022-01-07,Love & Pop,1998,https://boxd.it/2rRw9T,4.5,,,2022-01-07
2022-01-09,Extra Curricular Lesson with Hideaki Anno,1999,https://boxd.it/2skk3d,,,,2022-01-07
2022-01-08,Shin Godzilla,2016,https://boxd.it/2s5xGR,4.5,,,2022-01-08
2022-01-09,Daicon Film's Return of Ultraman,1983,https://boxd.it/2sko0x,,,,2022-01-08
2022-01-09,Cutie Honey,2004,https://boxd.it/2smgoZ,1,,,2022-01-08
2022-01-11,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,https://boxd.it/2sUhFb,3.5,,,2022-01-10
2022-01-11,Hideaki Anno: The Final Challenge of Evangelion,2021,https://boxd.it/2sUl0L,,,,2022-01-10
2022-01-12,Exiled,2006,https://boxd.it/2t3Eov,3.5,,,2022-01-11
2022-01-12,The Kingdom of Dreams and Madness,2013,https://boxd.it/2t83Wv,,,,2022-01-11
2022-01-12,The Killer,1989,https://boxd.it/2t84sL,2.5,,,2022-01-11
2022-01-13,Demon City Shinjuku,1988,https://boxd.it/2tmHWj,2,,,2022-01-12
2022-01-20,Dial M for Murder,1954,https://boxd.it/2v21pZ,3,,,2022-01-19
2022-02-01,Skies of Lebanon,2020,https://boxd.it/2xwAwf,3,,,2022-01-31
2022-02-01,Titane,2021,https://boxd.it/2xy3cZ,2.5,,,2022-01-31
2022-02-03,Donkey Skin,1970,https://boxd.it/2xSeAX,4.5,,,2022-02-02
2022-03-19,Trofim,1995,https://boxd.it/2FZdhL,3,,,2022-03-19
2022-03-20,The Load,2018,https://boxd.it/2G7Tat,2.5,,,2022-03-19
2022-03-20,Four Hours Barefoot,2012,https://boxd.it/2G89RD,1,,,2022-03-19
2022-04-02,Danton,1983,https://boxd.it/2Ivpx9,3,,,2022-04-01
2022-04-05,Child's Play,1988,https://boxd.it/2J7SMD,2,,,2022-04-05
2022-04-06,Gintama: The Very Final,2021,https://boxd.it/2Jfot3,3,,,2022-04-05
2022-04-10,After Yang,2021,https://boxd.it/2JWQIB,4.5,,,2022-04-09
2022-04-10,Ozu: Passageways,2012,https://boxd.it/2JX521,5,,,2022-04-09
2022-04-10,Wes Anderson: From Above,2012,https://boxd.it/2JX627,,,,2022-04-09
2022-04-12,Drive My Car,2021,https://boxd.it/2Kia73,4.5,,,2022-04-11
2022-04-16,X,2022,https://boxd.it/2L2GxJ,3,,,2022-04-16
2022-04-19,The Batman,2022,https://boxd.it/2LEzOp,3,,,2022-04-18
2022-04-19,The Last Duel,2021,https://boxd.it/2LGl2l,2.5,,,2022-04-19
2022-04-19,Miss Hokusai,2015,https://boxd.it/2LGO2T,3.5,,,2022-04-19
2022-04-22,The Tale of Zatoichi,1962,https://boxd.it/2M8bYl,4.5,,,2022-04-21
2022-04-22,The Human Condition II: Road to Eternity,1959,https://boxd.it/2Mch63,5,,,2022-04-22
2022-04-24,A Better Tomorrow,1986,https://boxd.it/2MqEuZ,3,,,2022-04-23
2022-04-25,Turning Red,2022,https://boxd.it/2MJgZ3,3,,,2022-04-24
2022-04-25,The Negotiator,2003,https://boxd.it/2MKzFj,2.5,,,2022-04-25
2022-04-28,Blue,2002,https://boxd.it/2N9Ncv,4,,,2022-04-27
2022-04-28,My Left Eye Sees Ghosts,2002,https://boxd.it/2NfC0v,3,,,2022-04-28
2022-04-30,Twilight,2008,https://boxd.it/2NzzUP,2,Yes,,2022-04-30
2022-05-04,The Hitcher,1986,https://boxd.it/2Og7rh,4,,,2022-05-03
2022-05-04,The Hitcher: How Do These Movies Get Made?,2003,https://boxd.it/2Ogok3,,,,2022-05-04
2022-05-05,Atman,1975,https://boxd.it/2OkOKT,,,,2022-05-04
2022-05-06,Asako I & II,2018,https://boxd.it/2OxPrf,4,,,2022-05-05
2022-05-08,The Death of David Cronenberg,2021,https://boxd.it/2OS8jf,,,,2022-05-07
2022-05-10,Cats on Park Avenue,1989,https://boxd.it/2Pnsvx,2,,,2022-05-10
2022-05-13,They Don't Wear Black Tie,1981,https://boxd.it/2PNOaj,4.5,,,2022-05-12
2022-05-29,The Texas Chain Saw Massacre,1974,https://boxd.it/2SJ8Hz,3.5,,,2022-05-28
2022-06-02,Compartment No. 6,2021,https://boxd.it/2TruFt,3,,,2022-06-02
2022-06-03,Notting Hill,1999,https://boxd.it/2TC2Zd,3,,,2022-06-03
2022-06-08,Ryusei-Kacho,2002,https://boxd.it/2Uy1dN,,,,2022-06-08
2022-06-11,It's a Summer Film!,2020,https://boxd.it/2V2O5X,3,,,2022-06-11
2022-06-14,Fearless,2006,https://boxd.it/2VzWzx,2.5,,,2022-06-13
2022-06-14,The Wanderers,1973,https://boxd.it/2VBlP3,3.5,,,2022-06-14
2022-06-14,Swimming Pool,2003,https://boxd.it/2VC9Jp,3,,,2022-06-14
2022-06-17,Tancredo - A Travessia,2011,https://boxd.it/2W3v6N,2,,,2022-06-16
2022-06-20,A Haunted Turkish Bathhouse,1975,https://boxd.it/2WEta3,1.5,,,2022-06-19
2022-06-20,Cha Cha Real Smooth,2022,https://boxd.it/2WJsx1,3.5,,,2022-06-20
2022-06-20,Shithouse,2020,https://boxd.it/2WKddH,3,,,2022-06-20
2022-06-21,The Shop Around the Corner,1940,https://boxd.it/2WU36V,3,,,2022-06-21
2022-06-23,The Northman,2022,https://boxd.it/2XdHdb,2.5,,,2022-06-22
2022-07-10,Happy Together,1997,https://boxd.it/30kzqn,,,,2022-07-09
2022-07-10,Wife of a Spy,2020,https://boxd.it/30pNdx,3,,,2022-07-09
2022-07-18,The Black Phone,2021,https://boxd.it/327jed,3,,,2022-07-18
2022-08-06,The Hand,2020,https://boxd.it/36o5b5,,,,2022-08-06
2022-08-06,The Worst Person in the World,2021,https://boxd.it/36o5gp,2.5,,,2022-08-06
2022-08-07,Licorice Pizza,2021,https://boxd.it/36AzsJ,4,,,2022-08-07
2022-08-07,HAIM / Valentine,2017,https://boxd.it/36AEVh,,,,2022-08-07
2022-08-07,Aloners,2021,https://boxd.it/36AQfx,3,,,2022-08-07
2022-08-07,Crimes of the Future,2022,https://boxd.it/36B5kd,,,,2022-08-07
2022-08-10,Mysterious Skin,2004,https://boxd.it/37c7fD,3.5,,,2022-08-09
2022-08-10,Nowhere,1997,https://boxd.it/37cWZx,4,,,2022-08-09
2022-08-14,Resurrection,2022,https://boxd.it/37XzlN,4,,,2022-08-13
2022-08-20,Smiley Face,2007,https://boxd.it/39bsC5,,,,2022-08-19
2022-08-27,Nope,2022,https://boxd.it/3aAgez,3.5,,,2022-08-27
2022-09-24,Decision to Leave,2022,https://boxd.it/3fQ1L1,4,,,2022-09-24
2022-09-29,Speak No Evil,2022,https://boxd.it/3gP7ct,1,,,2022-09-28
2022-10-01,So Close,2002,https://boxd.it/3hbU3f,1.5,,,2022-10-01
2022-10-10,Come and See,1985,https://boxd.it/3j5ZjX,5,,,2022-10-09
2022-10-14,Black Christmas,1974,https://boxd.it/3k0wxP,2.5,,,2022-10-13
2022-10-14,The 40 Year Old Virgin,2005,https://boxd.it/3k29Dp,3,,,2022-10-14
2022-10-14,Lu Over the Wall,2017,https://boxd.it/3k2yHB,3,,,2022-10-14
2022-10-23,Pearl,2022,https://boxd.it/3lTeST,3,,,2022-10-22
2022-10-26,Hold Me Back,2020,https://boxd.it/3msuqB,4.5,,,2022-10-25
2022-11-07,Back to the Future Part II,1989,https://boxd.it/3p7zFh,,,,2022-11-06
2022-11-07,You've Got Mail,1998,https://boxd.it/3pdugt,3,,,2022-11-06
2022-11-07,Plus One,2019,https://boxd.it/3pfCuR,4,,,2022-11-07
2022-11-08,Back to the Future,1985,https://boxd.it/3pv4N3,,Yes,,2022-11-07
2022-11-16,Knives Out,2019,https://boxd.it/3r5UWx,2.5,,,2022-11-15
2022-11-16,Unbreakable,2000,https://boxd.it/3r7fTr,3,,,2022-11-16
2022-11-20,Spartacus,1960,https://boxd.it/3rQd1R,3,,,2022-11-19
2022-11-29,Triangle of Sadness,2022,https://boxd.it/3tREmn,1,,,2022-11-29
2022-11-30,Party in Rio,1983,https://boxd.it/3u3am7,,,,2022-11-30
2022-12-02,Racionais MC's: From the Streets of São Paulo,2022,https://boxd.it/3uoXoj,4,,,2022-12-02
2022-12-05,Nine Queens,2000,https://boxd.it/3uZMap,2.5,,,2022-12-03
2022-12-14,Bones and All,2022,https://boxd.it/3wWQS3,3,,,2022-12-13
2022-12-26,Glass Onion,2022,https://boxd.it/3A66Zf,2,,,2022-12-25
2023-01-11,"Alice, Sweet Alice",1976,https://boxd.it/3GAOBb,4,,,2023-01-11
2023-01-11,The Blue Lagoon,1980,https://boxd.it/3GAQDj,,Yes,,2023-01-11
2023-01-12,Clerks,1994,https://boxd.it/3GXnDl,3.5,Yes,,2023-01-12
2023-01-12,Clerks II,2006,https://boxd.it/3GXoZn,1.5,,,2023-01-12
2023-01-12,The Menu,2022,https://boxd.it/3GYFtl,2,,,2023-01-12
2023-01-13,Housebound,2014,https://boxd.it/3H8PnH,2,,,2023-01-12
2023-01-13,Inside,2007,https://boxd.it/3Hd7Yf,2.5,,,2023-01-13
2023-01-14,Hostel,2005,https://boxd.it/3HvvYz,4,,,2023-01-13
2023-01-19,Thriller: A Cruel Picture,1973,https://boxd.it/3JgCBZ,4,,,2023-01-19
2023-01-20,Clerks III,2022,https://boxd.it/3Jrd7R,2.5,,,2023-01-19
2023-01-21,Snake in the Eagle's Shadow,1978,https://boxd.it/3JB6Gv,4,,,2023-01-20
2023-01-21,Force Majeure,2014,https://boxd.it/3JSSt9,2,,,2023-01-21
2023-01-22,Emma.,2020,https://boxd.it/3K8FaF,2.5,,,2023-01-22
2023-01-23,Black Orpheus,1959,https://boxd.it/3KfvTf,3.5,,,2023-01-22
2023-01-23,In the Aisles,2018,https://boxd.it/3KlUCZ,3.5,,,2023-01-22
2023-01-23,Day of the Woman,1978,https://boxd.it/3KudPp,3,,,2023-01-22
2023-01-23,The Woman Who Invented Love,1980,https://boxd.it/3Kw6Yt,4.5,,,2023-01-22
2023-01-24,Barbarian,2022,https://boxd.it/3KH8GN,1.5,,,2023-01-23
2023-01-24,Undine,2020,https://boxd.it/3KMyW3,5,,,2023-01-23
2023-01-24,Tokyo Trash Baby,2000,https://boxd.it/3KRn3V,3,,,2023-01-24
2023-01-25,What Do We See When We Look at the Sky?,2021,https://boxd.it/3KVv4b,3.5,,,2023-01-24
2023-01-27,The Fabelmans,2022,https://boxd.it/3LL6W7,4,,,2023-01-27
2023-01-29,The World of Kanako,2014,https://boxd.it/3MkiG1,3,,,2023-01-28
2023-01-30,Dolls,2002,https://boxd.it/3Mx4Qx,4,,,2023-01-29
2023-02-06,Puss in Boots: The Last Wish,2022,https://boxd.it/3OKfGx,,,,2023-02-05
2023-02-07,Rhapsody in August,1991,https://boxd.it/3PfMw3,4.5,,,2023-02-07
2023-02-11,Knock at the Cabin,2023,https://boxd.it/3Qbyhf,4,,,2023-02-10
2023-02-13,All Quiet on the Western Front,2022,https://boxd.it/3QHfF7,2,,,2023-02-12
2023-02-13,Fun with Dick and Jane,2005,https://boxd.it/3QImQN,,Yes,,2023-02-12
2023-02-18,Pulse,2001,https://boxd.it/3RVgRl,5,,,2023-02-17
2023-02-18,Your Place or Mine,2023,https://boxd.it/3RYfV3,3,,,2023-02-17
2023-02-20,Europa Report,2013,https://boxd.it/3Swv2B,3,,,2023-02-19
2023-02-20,Infinity Pool,2023,https://boxd.it/3SJ1wR,2,,,2023-02-19
2023-02-20,Sunshine,2007,https://boxd.it/3SKIFf,2.5,,,2023-02-19
2023-02-21,The Fire Within: Requiem for Katia and Maurice Krafft,2022,https://boxd.it/3T4g91,3.5,,,2023-02-21
2023-02-22,The Happening,2008,https://boxd.it/3ThKSV,3,,,2023-02-21
2023-02-23,Crying Freeman,1995,https://boxd.it/3TqMmb,4,,,2023-02-22
2023-03-15,Missing,2023,https://boxd.it/3ZbEwL,3,,,2023-03-15
2023-03-21,My Nightmare,1993,https://boxd.it/40O1Cx,,,,2023-03-20
2023-03-21,Submit to Me Now,1987,https://boxd.it/40OCa1,,,,2023-03-21
2023-04-12,Three Little Pigs,1933,https://boxd.it/46S0eB,4,,,2023-04-11
2023-04-28,Isle of Flowers,1989,https://boxd.it/4b3QKR,5,Yes,,2023-04-28
2023-05-09,The Blues Brothers,1980,https://boxd.it/4e3lwV,3,,,2023-05-04
2023-05-06,Scream VI,2023,https://boxd.it/4d4Iah,2,,,2023-05-05
2023-05-09,My Life as a Zucchini,2016,https://boxd.it/4e6QU1,5,,,2023-05-08
2023-05-09,Willy Wonka & the Chocolate Factory,1971,https://boxd.it/4e8jGf,4,,,2023-05-09
2023-06-05,The Visit,2015,https://boxd.it/4kCfBz,3.5,,,2023-05-10
2023-05-11,Bad Seeds,2018,https://boxd.it/4eBnjH,4,,,2023-05-11
2023-05-12,M,1931,https://boxd.it/4eEcLV,5,,,2023-05-11
2023-05-15,Trouble Every Day,2001,https://boxd.it/4fxAMX,3.5,,,2023-05-15
2023-05-23,The Terminator,1984,https://boxd.it/4hnGDF,4,,,2023-05-22
2023-05-23,After Hours,1985,https://boxd.it/4hpqYr,3,,,2023-05-22
2023-05-29,Blue Velvet,1986,https://boxd.it/4iNPpX,4,Yes,,2023-05-28
2023-05-29,Pink Flamingos,1972,https://boxd.it/4iPEwR,5,,,2023-05-28
2023-05-30,The Ice Storm,1997,https://boxd.it/4jaiMv,2.5,,,2023-05-29
2023-05-30,My Golden Days,2015,https://boxd.it/4jdoVz,3,,,2023-05-30
2023-06-05,Signs,2002,https://boxd.it/4kJzwj,1.5,,nina,2023-06-04
2023-06-06,My Own Private Idaho,1991,https://boxd.it/4l2BsB,4,,"random year, nina",2023-06-05
2023-06-09,La Chinoise,1967,https://boxd.it/4lQe4V,3.5,,nina,2023-06-08
2023-06-19,All the Women in the World,1966,https://boxd.it/4oBW1X,4,,"random year, nina",2023-06-18
2023-06-20,Irezumi,1966,https://boxd.it/4oKEGh,4,,"random year, nina",2023-06-19
2023-06-20,The New York Ripper,1982,https://boxd.it/4oXmvL,3,,"random year, nina",2023-06-19
2023-06-21,Lady in the Water,2006,https://boxd.it/4pc0vT,3.5,,"nina, random year",2023-06-20
2023-06-24,No Country for Old Men,2007,https://boxd.it/4q2ekf,2.5,,,2023-06-24
2023-06-25,High Life,2018,https://boxd.it/4qlwIn,3.5,,,2023-06-25
2023-06-26,As Tears Go By,1988,https://boxd.it/4qsJNT,4,Yes,,2023-06-25
2023-06-28,The Cranes Are Flying,1957,https://boxd.it/4rdOuL,5,,,2023-06-28
2023-07-02,The Man Who Knew Too Much,1956,https://boxd.it/4sjSl5,4.5,,"random year, nina",2023-07-01
2023-07-02,The Doom Generation,1995,https://boxd.it/4sjTMB,3.5,,nina,2023-07-01
2023-07-03,Amer,2009,https://boxd.it/4svF45,4,,,2023-07-02
2023-07-03,Vertigo,1958,https://boxd.it/4sAVob,5,Yes,,2023-07-02
2023-07-03,Peppermint Frappé,1967,https://boxd.it/4sEki9,3,,,2023-07-02
2023-07-07,Postman Blues,1997,https://boxd.it/4tRYUn,4,,,2023-07-05
2023-07-07,Branded to Kill,1967,https://boxd.it/4tS3U3,4,,,2023-07-07
2023-07-07,Ghost Dog: The Way of the Samurai,1999,https://boxd.it/4tTKMt,4,,,2023-07-07
2023-07-07,Violent Cop,1989,https://boxd.it/4tUZQx,4,,,2023-07-07
2023-07-08,A Scene at the Sea,1991,https://boxd.it/4u2f57,4,,,2023-07-07
2023-07-18,Asteroid City,2023,https://boxd.it/4xaSF7,5,,,2023-07-17
2023-07-23,She-Devil,1989,https://boxd.it/4z5FLT,5,,,2023-07-22
2023-07-28,My Dinner with Andre,1981,https://boxd.it/4AZhnp,4,,,2023-07-27
2023-07-28,Cashback,2006,https://boxd.it/4B22DD,2.5,,,2023-07-27
2023-07-28,Vengeance Is Mine,1979,https://boxd.it/4BdCBl,5,,,2023-07-28
2023-07-29,The Hateful Eight,2015,https://boxd.it/4BAJ3r,4,,,2023-07-29
2023-07-29,Taboo,1999,https://boxd.it/4BCDOb,4,,,2023-07-29
2023-08-03,Ghost Dog: The Way of the Samurai,1999,https://boxd.it/4DvL3L,4,Yes,,2023-08-03
2023-08-03,The Short & Curlies,1987,https://boxd.it/4DwhBF,3.5,,,2023-08-03
2023-08-10,28 Days Later,2002,https://boxd.it/4FOQ1L,1.5,,,2023-08-10
2023-08-11,Sorcerer,1977,https://boxd.it/4FUHSX,4,,,2023-08-10
2023-08-29,Secrets & Lies,1996,https://boxd.it/4LF0y5,5,,,2023-08-28
2023-08-30,Shin Kamen Rider,2023,https://boxd.it/4LZtCZ,3,,,2023-08-29
2023-09-02,Norwegian Wood,2010,https://boxd.it/4MQepn,3,,,2023-09-01
2023-09-02,Happy-Go-Lucky,2008,https://boxd.it/4MQx6T,3.5,,,2023-09-01
2023-09-04,Barbie,2023,https://boxd.it/4Ny9oR,0.5,,,2023-09-03
2023-09-04,But I'm a Cheerleader,1999,https://boxd.it/4NyPd7,,,,2023-09-03
2023-09-05,The Crucified Lovers,1954,https://boxd.it/4NWgnp,4,,,2023-09-05
2023-09-16,Talk to Me,2022,https://boxd.it/4QWSSx,1,,,2023-09-16
2023-09-18,Past Lives,2023,https://boxd.it/4RxaLh,3,,,2023-09-17
2023-09-18,Freddy Got Fingered,2001,https://boxd.it/4RATEh,5,,,2023-09-17
2023-09-27,Bottoms,2023,https://boxd.it/4U7Udv,5,,,2023-09-27
2023-10-01,"The Tunnel to Summer, the Exit of Goodbyes",2022,https://boxd.it/4V2olB,2.5,,,2023-09-29
2023-10-01,The Wonderful Story of Henry Sugar,2023,https://boxd.it/4V6bwf,2.5,,,2023-09-30
2023-10-07,Poison,2023,https://boxd.it/4X6clP,3.5,,,2023-10-06
2023-10-07,Dead Man,1995,https://boxd.it/4X76iR,5,,,2023-10-06
2023-10-09,Crash,1996,https://boxd.it/4XSMoB,4,Yes,,2023-10-08
2023-10-11,No Mercy,2010,https://boxd.it/4Yzwij,1.5,,,2023-10-10
2023-10-11,"The Gangster, the Cop, the Devil",2019,https://boxd.it/4YGf5L,2,,,2023-10-10
2023-10-15,The Rat Catcher,2023,https://boxd.it/4ZWziL,1,,,2023-10-13
2023-10-15,Totally Killer,2023,https://boxd.it/4ZWR77,1.5,,sexta feira 13,2023-10-13
2023-10-18,Breathless,2008,https://boxd.it/510eol,3.5,,,2023-10-18
2023-10-19,New World,2013,https://boxd.it/518VuR,3,,,2023-10-18
2023-10-19,Dark Figure of Crime,2018,https://boxd.it/51dUfh,2,,,2023-10-18
2023-10-19,Asura: The City of Madness,2016,https://boxd.it/51guJ7,1.5,,,2023-10-18
2023-10-19,Visitor Q,2001,https://boxd.it/51i9Mt,3,,,2023-10-19
2023-10-19,Tremble All You Want,2017,https://boxd.it/51jT0n,4,,,2023-10-19
2023-10-20,Ace Attorney,2012,https://boxd.it/51rpH3,1.5,,,2023-10-19
2023-10-20,Outrage,2010,https://boxd.it/51vKxB,3,,,2023-10-19
2023-10-20,Blind Woman's Curse,1970,https://boxd.it/51wFiX,2,,,2023-10-19
2023-10-20,The Swan,2023,https://boxd.it/51xwx7,2,,,2023-10-19
2023-10-20,Castello Cavalcanti,2013,https://boxd.it/51xRCH,4,,,2023-10-20
2023-10-20,Six Days,2002,https://boxd.it/51yalF,,,,2023-10-20
2023-11-17,Surf's Up,2007,https://boxd.it/5aLyuN,4,Yes,,2023-11-15
2023-11-18,Friday,1995,https://boxd.it/5aSuzj,4,,,2023-11-17
2023-12-04,May December,2023,https://boxd.it/5gBjgv,2,,,2023-12-03
2023-12-05,The Great Train Robbery,1903,https://boxd.it/5h1thP,,,,2023-12-05
2023-12-24,The Hot Snow,1972,https://boxd.it/5nOJc9,4,,,2023-12-23
2023-12-24,The Shop Around the Corner,1940,https://boxd.it/5nSUGR,3,Yes,,2023-12-23
2024-01-10,Blue Spring,2001,https://boxd.it/5yjWdV,3,,,2024-01-10
2024-01-10,The Holdovers,2023,https://boxd.it/5yrFvp,3,,,2024-01-10
2024-01-11,Hana and Alice,2004,https://boxd.it/5yDO8j,4,,,2024-01-10
2024-01-12,The Case of Hana & Alice,2015,https://boxd.it/5zqenv,3,,,2024-01-12
2024-02-05,The Croods,2013,https://boxd.it/5LkdKf,1,,,2024-02-04
2024-02-08,Tropical Fabulário,1979,https://boxd.it/5MS5JZ,5,,,2024-02-08
2024-02-26,The Zone of Interest,2023,https://boxd.it/5V1tQb,1,,,2024-02-25
2024-02-29,Poor Things,2023,https://boxd.it/5Wnfb7,5,,,2024-02-29
2024-03-02,Anatomy of a Fall,2023,https://boxd.it/5XcnJN,3,,,2024-03-02
2024-03-09,One Day,2011,https://boxd.it/60vMiH,3.5,,,2024-03-08
2024-03-17,Lisbela and the Prisoner,2003,https://boxd.it/64kzM9,5,Yes,,2024-03-16
2024-04-01,Madadayo,1993,https://boxd.it/6bAb0Z,4.5,,,2024-04-01
2024-04-02,Gozu,2003,https://boxd.it/6bQpY7,4,,,2024-04-01
2024-04-17,Immaculate,2024,https://boxd.it/6icia3,2,,,2024-04-16
2024-04-17,When the Last Sword Is Drawn,2002,https://boxd.it/6ieoLN,3,,,2024-04-17
2024-04-21,Late Night with the Devil,2023,https://boxd.it/6jzTer,1,,,2024-04-20
2024-04-21,Crime and Punishment,1983,https://boxd.it/6jE5Lv,4,,,2024-04-20
2024-04-24,Goyokin,1969,https://boxd.it/6kTKth,3,,,2024-04-23
2024-04-28,The Captive,2014,https://boxd.it/6mcFpL,1,,,2024-04-27
2024-05-01,Monkey Man,2024,https://boxd.it/6nAoZf,3,,,2024-04-30
2024-05-23,In the Mood for Love,2000,https://boxd.it/6wLa0Z,4.5,Yes,,2024-05-22
2024-05-23,GoodFellas,1990,https://boxd.it/6wLl9D,4,Yes,,2024-05-23
2024-05-23,Midnight,2024,https://boxd.it/6wM9gf,3.5,,,2024-05-23
2024-05-24,Perfect Days,2023,https://boxd.it/6wWjRv,3,,,2024-05-23
2024-05-28,Hollywood Hong Kong,2001,https://boxd.it/6yRpfZ,3,,,2024-05-27
2024-06-06,Green Snake,1993,https://boxd.it/6CtKCX,3,,,2024-06-05
2024-06-06,Made in Hong Kong,1997,https://boxd.it/6CCMHD,4,,,2024-06-06
2024-07-07,American History X,1998,https://boxd.it/6OL37V,3,Yes,,2024-07-06
2024-07-14,The Boy and the Heron,2023,https://boxd.it/6ScB0b,4.5,,,2024-07-14
2024-07-15,Hard Target,1993,https://boxd.it/6SvCbx,2.5,,,2024-07-14
2024-07-15,Raising Arizona,1987,https://boxd.it/6SEJ6d,3,,,2024-07-14
