name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
Cruelty Squad,17883,568,18451,94.48%,main_game,1623715200,['PC (Microsoft Windows)'],"['Shooter', 'Simulator', 'Tactical', 'Indie']",9.3,1.0,8.3,22,['Godot'],['Single player'],['First person']
METAL GEAR RISING: REVENGEANCE,75144,3115,78259,94.47%,main_game,1361232000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Mac']","['Shooter', 'Strategy', 'hack and slash or beat em up', 'Adventure']",8.5,22.0,8,467,['Platinum Engine'],['Single player'],['Third person']
箭箭剑 Arrow a Row,14747,446,15193,94.47%,main_game,1692525634,['PC (Microsoft Windows)'],['Platform'],,,,,,['Single player'],['Text']
Zup! S,13807,409,14216,94.47%,bundle,1480896000,['PC (Microsoft Windows)'],['Puzzle'],,,7,2,,['Single player'],['Side view']
Pseudoregalia,11335,316,11651,94.47%,main_game,1678838400,['PC (Microsoft Windows)'],"['Platform', 'Adventure', 'Indie']",,,7.7,9,['Unreal Engine 5'],['Single player'],['Third person']
Mark of the Ninja,15340,472,15812,94.46%,main_game,1346976000,"['PC (Microsoft Windows)', 'Xbox 360', 'Linux', 'Mac']","['Platform', 'Adventure', 'Indie']",9.1,7.0,8.4,283,['Proprietary Engine'],['Single player'],['Side view']
Marvel’s Spider-Man Remastered,95709,4119,99828,94.44%,remaster,1605139200,"['PC (Microsoft Windows)', 'PlayStation 5']","['hack and slash or beat em up', 'Adventure']",7.8,12.0,8.6,157,['Insomniac Engine v.4.0'],['Single player'],['Third person']
SIGNALIS,20184,671,20855,94.44%,main_game,1666828800,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Indie']",8.5,7.0,8.1,99,['Unity'],['Single player'],"['First person', 'Bird view or Isometric']"
Fear & Hunger 2: Termina,8587,220,8807,94.42%,main_game,1670544000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,8.3,15,['RPG Maker MV'],['Single player'],['Bird view or Isometric']
买个可乐饼吧！ - Buy a Croquette!,2350,20,2370,94.42%,main_game,1714215988,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Role-playing (RPG)']",,,,,,['Single player'],['Text']
LEGO® Star Wars™: The Complete Saga,22047,756,22803,94.41%,main_game,1258067760,"['PC (Microsoft Windows)', 'Nintendo DS', 'PlayStation 3', 'Wii', 'Xbox 360', 'Mac', 'iOS', 'Android']",['Adventure'],8.5,2.0,8.2,334,['Proprietary Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
The Test: Final Revelation,5174,103,5277,94.41%,main_game,1602460800,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator']",,,,,,['Single player'],['Bird view or Isometric']
Cafe Stella,4356,77,4433,94.41%,main_game,1576800000,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",,,,,,['Single player'],['Text']
Batman: Arkham City GOTY,61343,2527,63870,"63,870",main_game,1347030480,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Wii U', 'Mac', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Action', 'Adventure']",9.1,13.0,8.7,2000,['Unreal Engine 3'],['Single player'],['Third person']
Dorfromantik,25538,909,26447,94.39%,main_game,1616630400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",,,7.9,45,['Unity'],['Single player'],['Bird view or Isometric']
海沙风云 Far Away,6426,146,6572,94.39%,main_game,1629158400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",,,,,['Unity'],['Single player'],['Text']
Alba: A Wildlife Adventure,5839,126,5965,94.39%,main_game,1607644800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'iOS', 'Nintendo Switch']","['Adventure', 'Indie']",8.2,3.0,8,31,['Unity'],['Single player'],"['First person', 'Third person']"
Summer Clover,3832,62,3894,94.39%,main_game,1719360000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",,,,,,['Single player'],['Text']
Cube Escape: Paradox,9459,256,9715,94.38%,main_game,1537401600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,6.4,37,['Adobe AIR'],['Single player'],"['First person', 'Side view']"
Post Void,9991,277,10268,94.37%,main_game,1596672000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Indie', 'Arcade']",8.5,1.0,8.2,20,['GameMaker: Studio'],['Single player'],['First person']
planetarian HD,2726,31,2757,94.37%,remaster,1469750400,['PC (Microsoft Windows)'],"['Simulator', 'Adventure', 'Visual Novel']",,,7,1,['Real Live'],['Single player'],"['First person', 'Text']"
NEKOPARA Vol. 2,12130,361,12491,94.36%,main_game,1455840000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,6.8,19,['KiriKiri'],['Single player'],['Text']
Bloody Hell,5114,104,5218,94.36%,main_game,1674777600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,,['Single player'],['Bird view or Isometric']
乡村狂想曲,14711,465,15176,94.35%,main_game,1665014400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Indie']",,,,,,['Single player'],['Bird view or Isometric']
The Walking Dead: Season Two,29253,1088,30341,94.34%,main_game,1387238400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'iOS', 'Mac', 'Ouya']","['Point-and-click', 'Puzzle', 'Adventure']",8.1,5.0,8,734,['Telltale Tool'],['Single player'],['Third person']
The Coffin of Andy and Leyley,22491,792,23283,94.34%,main_game,1697155200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Visual Novel']",,,8.1,8,['Rpgmaker'],['Single player'],"['Bird view or Isometric', 'Text']"
Half-Life 2: VR Mod,6009,135,6144,94.34%,mod,1663286400,['SteamVR'],"['Shooter', 'Adventure']",,,,,['Source'],['Single player'],['Virtual Reality']
巫兎 - KANNAGI USAGI -,5708,125,5833,94.34%,main_game,1698961473,['PC (Microsoft Windows)'],,,,,,,['Single player'],['Text']
Crow Country,3359,50,3409,94.34%,main_game,1715212800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Puzzle', 'Adventure', 'Indie']",7.9,4.0,8.6,7,['Unity'],['Single player'],['Bird view or Isometric']
Age of Empires II (2013),95956,4245,100201,94.33%,remaster,1365465600,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Strategy']",5.0,1.0,8.4,193,['Genie Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
Stacklands,23557,847,24404,94.31%,main_game,1649376000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie', 'Card & Board Game']",,,7.9,24,['Unity'],['Single player'],['Bird view or Isometric']
The Upturned,2077,16,2093,94.31%,main_game,1647993600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,['Unity'],['Single player'],['Third person']
Thronefall,14582,468,15050,94.30%,main_game,1690934400,['PC (Microsoft Windows)'],"['Fighting', 'Strategy', 'Tactical', 'Indie', 'Arcade']",,,7.8,14,['Unity'],['Single player'],['Bird view or Isometric']
Psychopomp,4183,77,4260,94.30%,main_game,1706572800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,['Godot Engine'],['Single player'],['First person']
Aokana - EXTRA2,1548,4,1552,94.30%,main_game,1653609600,['PC (Microsoft Windows)'],"['Sport', 'Adventure', 'Visual Novel']",,,,,,['Single player'],['Text']
Sekiro™: Shadows Die Twice,286145,14075,300220,94.29%,main_game,1553212800,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One']",['Adventure'],9.0,17.0,9.1,935,['Proprietary Engine'],['Single player'],['Third person']
NEKOPARA Vol. 4,8230,219,8449,94.29%,main_game,1606348800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,7,5,['KiriKiri'],['Single player'],['Text']
Peggle Deluxe,8887,245,9132,94.28%,main_game,1173139200,"['PC (Microsoft Windows)', 'Mac']",['Casual'],,,7.8,26,['SexyApp Framework'],['Single player'],['Side view']
Dying Light,409692,20754,430446,94.27%,main_game,1422230400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'Mac']","['Shooter', 'Role-playing (RPG)', 'Adventure']",7.2,20.0,8.1,809,['Chrome Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
DOOM,185890,8893,194783,94.27%,remaster,1564099200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']",['Shooter'],,,9.1,27,['id Tech 6'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Tiny Bunny,17999,616,18615,94.27%,main_game,1618531200,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Visual Novel']",,,7.5,9,,['Single player'],"['Side view', 'Text']"
BAD END THEATER,7243,185,7428,94.26%,main_game,1635206400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,9.5,20,,['Single player'],"['Third person', 'Text']"
Your Only Move Is HUSTLE,24389,899,25288,94.25%,main_game,1675382400,"['PC (Microsoft Windows)', 'Linux']","['Fighting', 'Simulator', 'Strategy', 'Indie']",,,8.9,5,['Godot'],"['Single player', 'Multiplayer']",['Side view']
The Test: Hypothesis Rising,5665,129,5794,94.25%,main_game,1587945600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,,,,['Single player'],['Bird view or Isometric']
Aokana - Four Rhythms Across the Blue,5160,112,5272,94.25%,main_game,1456358400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",7.0,2.0,7.7,7,['BGIEthornell'],['Single player'],['Text']
The Walking Dead: The Telltale Definitive Series,22041,797,22838,94.24%,bundle,1568073600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Point-and-click', 'Adventure']",7.5,3.0,8.3,35,['Telltale Tool'],['Single player'],['Third person']
Samsara Room,8380,229,8609,94.24%,main_game,1378339200,['Web browser'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,,,['Single player'],['First person']
Kindergarten 2,4434,88,4522,94.24%,main_game,1425945600,['PC (Microsoft Windows)'],"['Puzzle', 'Strategy']",,,7.8,6,,['Single player'],['Side view']
Resident Evil Village,106413,4895,111308,94.22%,bundle,1620345600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']",['Adventure'],8.7,16.0,8.4,319,['RE Engine'],['Single player'],['First person']
Handshakes,2375,26,2401,94.22%,main_game,1655596800,"['PC (Microsoft Windows)', 'Linux', 'Web browser', 'Mac']","['Puzzle', 'Indie']",,,7.9,9,,"['Single player', 'Co-operative']",['Side view']
Unheard,29184,1127,30311,94.21%,main_game,1553817600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Indie']",6.5,1.0,7.1,15,['Unity'],['Single player'],"['Bird view or Isometric', 'Auditory']"
Bopl Battle,12291,388,12679,94.21%,main_game,1700092800,['PC (Microsoft Windows)'],['Strategy'],,,,,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
NEKOPARA Vol. 3,11474,354,11828,94.21%,main_game,1495670400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",8.5,2.0,6.7,22,['CatSystem2'],['Single player'],['Text']
Marco & The Galaxy Dragon,6497,162,6659,94.21%,main_game,1582848000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Simulator', 'Adventure', 'Visual Novel']",,,8,4,,['Single player'],['Text']
Fallen Aces,4382,88,4470,94.21%,main_game,1718323200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,,,['Unity'],['Single player'],['First person']
Titanfall® 2,224404,11078,235482,94.20%,main_game,1592501580,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']",,8.9,29.0,8.3,676,['Source'],"['Single player', 'Multiplayer']",['First person']
Enter the Gungeon,77683,3491,81174,94.18%,main_game,1459814400,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Adventure', 'Indie', 'Arcade']",8.2,16.0,7.7,281,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
The Planet Crafter,39981,1644,41625,94.18%,dlc_addon,1728432000,['PC (Microsoft Windows)'],['Adventure'],,,,,,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Milo and the Magpies,2864,41,2905,94.18%,main_game,1630972800,"['PC (Microsoft Windows)', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",,,6,6,,['Single player'],['Side view']
Monster Prom 3: Monster Roadtrip,2828,40,2868,94.18%,main_game,1666310400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Adventure', 'Indie', 'Visual Novel']",,,7.8,6,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Text']
Danganronpa 2: Goodbye Despair,24234,914,25148,94.17%,main_game,1343260800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation Portable', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Adventure', 'Visual Novel']",8.5,10.0,8.3,223,['Unity'],['Single player'],"['First person', 'Third person']"
Saints Row: The Third,65195,2892,68087,94.15%,main_game,1321315200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Nintendo Switch']","['Shooter', 'Racing', 'Adventure']",8.5,13.0,7.8,619,['Havok'],"['Single player', 'Multiplayer', 'Co-operative']","['Third person', 'Side view']"
Shadow Tactics: Blades of the Shogun,34842,1415,36257,94.14%,main_game,1480982400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",8.7,13.0,8.5,159,['Unity'],['Single player'],['Bird view or Isometric']
BABBDI,5147,118,5265,94.14%,main_game,1671667200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",,,7.9,16,['Unity'],['Single player'],['First person']
Teardown,92114,4274,96388,94.13%,main_game,1650499200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",8.3,3.0,7.9,32,,['Single player'],"['First person', 'Third person']"
WITCH ON THE HOLY NIGHT,3469,62,3531,94.12%,remaster,1670371200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Adventure', 'Visual Novel']",,,,,,['Single player'],['Text']
Outer Wilds,69017,3111,72128,94.11%,main_game,1559001600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Adventure', 'Indie']",8.5,7.0,9.1,527,['Unity'],['Single player'],['First person']
Supreme Commander: Forged Alliance,12524,412,12936,94.11%,standalone_expansion,1194307200,"['PC (Microsoft Windows)', 'Linux']","['Real Time Strategy (RTS)', 'Strategy']",7.5,3.0,7.8,39,,"['Single player', 'Multiplayer']",['Bird view or Isometric']
Universe Sandbox,24020,923,24943,94.10%,main_game,1440374400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie']",,,8.2,26,,['Single player'],['Virtual Reality']
Beat Saber,70044,3182,73226,94.09%,main_game,1558396800,"['SteamVR', 'Oculus VR', 'Oculus Quest', 'Oculus Rift', 'Windows Mixed Reality', 'Meta Quest 2', 'PlayStation VR', 'PlayStation VR2', 'Meta Quest 3']","['Music', 'Sport', 'Indie']",8.5,4.0,8.4,125,['Unity'],"['Single player', 'Multiplayer']","['First person', 'Auditory', 'Virtual Reality']"
Your Turn To Die -Death Game By Majority-,1985,19,2004,94.08%,main_game,1503878400,"['PC (Microsoft Windows)', 'Web browser']","['Adventure', 'Indie', 'Visual Novel']",,,,,['RPG Maker MV'],['Single player'],['Text']
Smushi Come Home,1872,16,1888,94.08%,main_game,1686355200,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,7.8,6,['Unity'],['Single player'],['Third person']
DOOM + DOOM II,21047,794,21841,94.07%,bundle,1723075200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Arcade']",,,,,['KEX'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['First person']
Scarlet Hollow,2288,28,2316,94.06%,main_game,1623369600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Point-and-click', 'Role-playing (RPG)', 'Indie', 'Visual Novel']",,,8.1,5,['renpy'],['Single player'],['First person']
Felvidek,2147,24,2171,94.06%,main_game,1711670400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,,,['RPG Maker'],['Single player'],"['First person', 'Bird view or Isometric', 'Text']"
SOMA,39541,1678,41219,94.05%,main_game,1442793600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Puzzle', 'Adventure', 'Indie']",8.1,17.0,8.3,538,['HPL Engine'],['Single player'],['First person']
Ghost Trick: Phantom Detective,4672,106,4778,94.05%,remaster,1688083200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Puzzle', 'Adventure']",5.0,9.0,9,89,['RE Engine'],['Single player'],['Side view']
HuniePop,29266,1190,30456,94.03%,main_game,1421625600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie', 'Visual Novel']",8.3,3.0,7.8,123,['Unity'],['Single player'],"['First person', 'Text']"
Desperados III,13281,456,13737,94.03%,main_game,1592265600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical']",8.6,11.0,8.6,82,['Unity'],['Single player'],['Bird view or Isometric']
Ultimate Chicken Horse,42684,1856,44540,94.01%,main_game,1457049600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",7.9,5.0,7.8,85,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Side view']
Find Love or Die Trying,11516,382,11898,94.01%,main_game,1631750400,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Visual Novel']",,,7.1,10,['Unity'],['Single player'],['Text']
Baldi's Basics Plus,5646,144,5790,94.01%,main_game,1591833600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Strategy', 'Indie']",,,,,['Unity'],['Single player'],['First person']
Dialtown: Phone Dating Sim,1691,13,1704,94.00%,main_game,1644796800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",,,,,,['Single player'],"['Side view', 'Text']"
Vampires' Melody,4876,117,4993,93.99%,main_game,1601596800,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Visual Novel']",,,,,,['Single player'],['Text']
Class of '09: The Re-Up,3286,61,3347,93.99%,main_game,1685577600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Indie']",,,,,,['Single player'],['Text']
Yakuza 0,66029,3058,69087,93.98%,main_game,1426118400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Simulator', 'hack and slash or beat em up', 'Adventure']",8.6,22.0,8.7,404,['Proprietary Engine'],"['Single player', 'Multiplayer']",['Third person']
Opus Magnum,5594,144,5738,93.98%,main_game,1512604800,['PC (Microsoft Windows)'],"['Simulator', 'Strategy', 'Adventure', 'Indie']",9.2,5.0,8.6,31,['Unity'],['Single player'],['First person']
异化之恶〇Abnormal Treatment,3748,77,3825,93.98%,main_game,1564755999,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Role-playing (RPG)']",,,,,,['Single player'],['Text']
DoronkoWanko,2991,52,3043,93.97%,main_game,1711445790,['PC (Microsoft Windows)'],,,,,,,['Single player'],['First person']
Danganronpa: Trigger Happy Havoc,27255,1117,28372,93.96%,main_game,1290643200,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation Portable', 'Android', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Adventure', 'Visual Novel']",8.2,11.0,8.2,300,['Unity'],['Single player'],"['First person', 'Third person']"
Sucker for Love,2539,38,2577,93.96%,main_game,1639526400,['PC (Microsoft Windows)'],"['Point-and-click', 'Indie', 'Visual Novel']",,,,,['GameMaker'],['Single player'],['Text']
Quake,13323,470,13793,93.95%,mod,1560729600,['PC (Microsoft Windows)'],['Shooter'],9.5,1.0,8.2,28,['Quake Engine'],"['Single player', 'Co-operative']",['First person']
Zup! F,8000,242,8242,93.95%,main_game,1576022400,['PC (Microsoft Windows)'],['Indie'],,,8,1,,['Single player'],['Side view']
Dungeon Munchies,6419,178,6597,93.95%,main_game,1559779200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Android', 'iOS', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",4.6,1.0,7,4,['Unity'],['Single player'],['Side view']
Black Mesa,111927,5533,117460,93.94%,remake,1583452800,"['PC (Microsoft Windows)', 'Linux']","['Shooter', 'Platform', 'Adventure', 'Indie']",8.8,3.0,8.8,442,['Source'],"['Single player', 'Multiplayer']",['First person']
FTL: Faster Than Light,69273,3256,72529,93.94%,main_game,1347580800,"['PC (Microsoft Windows)', 'Linux', 'iOS', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie']",8.0,6.0,8.3,378,['Proprietary Engine'],['Single player'],['Bird view or Isometric']
Hook,8563,267,8830,93.93%,main_game,1421798400,"['PC (Microsoft Windows)', 'Windows Phone', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Indie']",,,7.1,20,,['Single player'],['Side view']
Alpaca Stacka,5421,141,5562,93.93%,main_game,1627516800,"['PC (Microsoft Windows)', 'Mac']","['Platform', 'Adventure', 'Indie']",,,6.5,6,['Unity'],['Single player'],['Third person']
A Space for the Unbound,4933,122,5055,93.93%,main_game,1674086400,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",,,8.2,20,,['Single player'],['Side view']
Minami Lane,3419,68,3487,93.93%,main_game,1709078400,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",,,,,['Unity3D'],['Single player'],['Bird view or Isometric']
Star Fetchers,6749,194,6943,93.91%,main_game,1579219200,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,7.9,9,,['Single player'],['Side view']
Portal Reloaded,19529,763,20292,93.90%,mod,1618790400,['PC (Microsoft Windows)'],['Puzzle'],,,8.9,28,['Source'],['Single player'],['First person']
Tiny Rogues,8353,261,8614,93.90%,main_game,1663891200,['PC (Microsoft Windows)'],"['Shooter', 'Role-playing (RPG)', 'Adventure', 'Indie', 'Arcade']",,,9.1,6,['Unity 3d'],['Single player'],['Bird view or Isometric']
Minishoot' Adventures,3472,71,3543,93.90%,main_game,1712016000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",9.5,2.0,9,5,,['Single player'],['Bird view or Isometric']
Kenshi,84262,4101,88363,93.89%,main_game,1544054400,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",8.4,1.0,8.4,54,['OGRE'],['Single player'],"['Third person', 'Bird view or Isometric']"
ENDER MAGNOLIA: Bloom in the Mist,3951,88,4039,93.89%,main_game,1711324800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure']",,,,,,['Single player'],['Side view']
Portal Stories: Mel,21156,845,22001,93.88%,mod,1437782400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Strategy', 'Adventure']",,,8.5,45,['Source'],['Single player'],['First person']
DREDGE,33734,1467,35201,93.87%,main_game,1680134400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure']",8.6,7.0,7.9,102,['Unity'],['Single player'],['Bird view or Isometric']
Cats Organized Neatly,4006,91,4097,93.87%,main_game,1602460800,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Indie', 'Card & Board Game']",,,6.3,5,,['Single player'],['Side view']
The Elder Scrolls V: Skyrim,300001,16290,316291,93.86%,main_game,1320883200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Role-playing (RPG)', 'Adventure']",8.0,13.0,8.8,3000,['Creation Engine'],['Single player'],"['First person', 'Third person']"
What Remains of Edith Finch,39425,1764,41189,93.85%,main_game,1492992000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",8.7,24.0,8.4,818,['Unreal Engine 4'],['Single player'],['First person']
CarX Drift Racing Online,75687,3683,79370,93.84%,dlc_addon,1510876800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch', 'PlayStation 4', 'Windows Phone', 'Xbox One']","['Racing', 'Simulator', 'Sport']",,,8,4,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Like a Dragon Gaiden: The Man Who Erased His Name,8413,269,8682,93.84%,main_game,1699488000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'hack and slash or beat em up', 'Adventure']",8.0,8.0,7.9,22,['Dragon Engine'],['Single player'],['Third person']
UNBEATABLE,7842,245,8087,93.84%,standalone_expansion,1620345600,['PC (Microsoft Windows)'],"['Music', 'Adventure', 'Indie']",,,,,,['Single player'],['Side view']
