name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
NOeSIS02-羽化,617,3,620,92.37%,main_game,1636394880,['PC (Microsoft Windows)'],"['Adventure', 'Casual', 'Indie', 'Role-playing (RPG)', 'Simulation']",,,,,,['Single player'],['Text']
Into the Breach,18191,1028,19219,92.36%,main_game,1334361600,['PC (Microsoft Windows)'],['Adventure'],9.0,14.0,8.2,233,['Blitz3D'],['Single player'],['First person']
Cosmoteer: Starship Architect & Commander,9382,474,9856,92.35%,main_game,1666569600,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",,,,,['Custom C# Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
Quake II,8199,403,8602,92.35%,main_game,881625600,"['PC (Microsoft Windows)', 'Zeebo', 'PlayStation', 'Amiga', 'Xbox 360', 'Linux', 'Mac']",['Shooter'],9.8,1.0,7.8,15,['id Tech 2'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Botanicula,5724,258,5982,92.35%,main_game,1334793600,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",8.2,3.0,7.8,121,['Adobe Flash Player'],['Single player'],['Side view']
Peggle Nights,2248,72,2320,92.35%,main_game,1220400000,"['PC (Microsoft Windows)', 'Mac']",['Puzzle'],8.4,4.0,8.4,26,['PopCap Games Framework'],['Single player'],['Side view']
Arctic Eggs,1629,43,1672,92.35%,main_game,1715817600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Adventure', 'Indie']",,,,,,['Single player'],['First person']
KunKunNight,1399,33,1432,92.35%,main_game,1698969600,['PC (Microsoft Windows)'],['Indie'],,,,,,['Single player'],['First person']
Free to Play,10477,542,11019,92.34%,main_game,1395245700,['PC (Microsoft Windows)'],['Racing'],,,,,,"['Single player', 'Multiplayer']",['Bird view or Isometric']
异常 | Exception,1623,43,1666,92.34%,main_game,1562250423,['PC (Microsoft Windows)'],"['Indie', 'Strategy']",,,,,,['Single player'],['Side view']
Manifold Garden,6090,281,6371,92.33%,main_game,1571356800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",8.6,7.0,7.5,31,['Unity'],['Single player'],['First person']
Stick Fight: The Game,112217,7664,119881,92.32%,main_game,1506556800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Fighting', 'Shooter', 'Simulator', 'Strategy', 'Indie']",,,7.4,91,['Unity 2017'],"['Multiplayer', 'Split screen', 'Massively Multiplayer Online (MMO)']","['Bird view or Isometric', 'Side view']"
Caves of Qud,7494,364,7858,92.32%,main_game,1436918400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",,,8.2,14,['Unity'],['Single player'],['Bird view or Isometric']
PARANORMASIGHT: The Seven Mysteries of Honjo,4076,168,4244,92.32%,main_game,1678233600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Visual Novel']",8.5,3.0,8.9,7,,['Single player'],['Text']
ISLANDERS,14992,831,15823,92.31%,main_game,878256000,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",9.2,2.0,7.1,33,['SCUMM'],['Single player'],['Side view']
FAITH,5986,276,6262,92.31%,main_game,1506988800,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Adventure', 'Indie']",,,9.4,18,['GameMaker: Studio'],['Single player'],['Bird view or Isometric']
No Time,1545,40,1585,92.31%,expanded_game,711936000,"['Super Nintendo Entertainment System', 'Super Famicom']","['hack and slash or beat em up', 'Arcade']",,,7,1,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Risk of Rain 2,275358,19960,295318,92.27%,main_game,1567123200,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Adventure', 'Indie']",8.7,6.0,8.4,164,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Third person']
Cities: Skylines,243421,17535,260956,92.27%,dlc_addon,1507507200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Simulator', 'Strategy']",7.6,16.0,8.1,567,['Unity'],['Single player'],['Bird view or Isometric']
Warhammer 40000: Dawn of War - Anniversary Edition,9855,513,10368,92.27%,bundle,1186465200,['PC (Microsoft Windows)'],['Strategy'],8.6,5.0,8.5,168,,['Single player'],['Bird view or Isometric']
ENDER LILIES: Quietus of the Knights,32495,2014,34509,92.26%,main_game,1624233600,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",7.9,6.0,8.4,44,,['Single player'],['Side view']
Slime Rancher 2,27516,1673,29189,92.26%,main_game,1663804800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Xbox One']","['Shooter', 'Simulator', 'Adventure', 'Indie']",,,6.6,9,['Unity'],['Single player'],['First person']
Deus Ex: Game of the Year Edition,13243,727,13970,92.26%,expanded_game,989280000,"['PC (Microsoft Windows)', 'Mac']","['Shooter', 'Role-playing (RPG)', 'Adventure']",,,8.7,49,['Unreal Engine'],"['Single player', 'Multiplayer']",['First person']
King Exit,6509,311,6820,92.25%,main_game,1507766400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",,,6,1,,['Single player'],['Text']
RED HOT VENGEANCE,3171,122,3293,92.25%,main_game,1562803200,['PC (Microsoft Windows)'],['Indie'],,,,,['Game Maker Studio'],['Single player'],['Text']
BlazBlue Entropy Effect,21293,1259,22552,92.24%,main_game,1707868800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['hack and slash or beat em up', 'Adventure']",8.5,2.0,,,,['Single player'],['Side view']
Mount Your Friends,7361,363,7724,92.24%,main_game,1370476800,"['PC (Microsoft Windows)', 'Xbox 360']","['Simulator', 'Sport', 'Indie']",,,6.9,25,,"['Single player', 'Multiplayer']",['Side view']
Zup! 2,6394,305,6699,92.24%,main_game,1480896000,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",,,4.3,5,,['Single player'],['Side view']
LiEat,4184,178,4362,92.24%,bundle,1456358400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,6.1,13,['WOLF RPG Editor'],['Single player'],['Bird view or Isometric']
Smile For Me,2531,89,2620,92.24%,main_game,1694217600,"['PC (Microsoft Windows)', 'Android']",['Adventure'],8.0,1.0,7.6,13,,['Single player'],['First person']
永冻之壳 The Shell of Permafrost,1123,23,1146,92.24%,main_game,1544313600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,,,['RPG Maker VX Ace'],['Single player'],['Text']
EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,9263,481,9744,92.23%,expanded_game,1427932800,"['PC (Microsoft Windows)', 'PlayStation 4']","['Shooter', 'Adventure']",6.6,10.0,6.3,14,,"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Third person']
Sticky Business,4835,215,5050,92.23%,main_game,1689552000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Simulator', 'Indie']",,,7.2,5,,['Single player'],['Text']
Epic Battle Fantasy 3,1997,63,2060,92.22%,main_game,1283299200,"['PC (Microsoft Windows)', 'Linux', 'Web browser', 'Mac']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",,,7,1,,['Single player'],"['Bird view or Isometric', 'Side view']"
Poly Bridge 2,7113,351,7464,92.21%,main_game,1590624000,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Simulator', 'Indie']",8.0,2.0,8,10,['Unity'],['Single player'],"['Bird view or Isometric', 'Side view']"
NOeSIS01-诉说谎言的记忆之物语,1303,31,1334,92.21%,main_game,1584604867,['PC (Microsoft Windows)'],"['Adventure', 'Casual', 'Indie', 'Role-playing (RPG)', 'Simulation']",,,,,,['Single player'],['Text']
美女，请别影响我学习,6441,311,6752,92.20%,main_game,1711670400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",,,,,,['Single player'],['Text']
Hello Charlotte,1672,48,1720,92.20%,main_game,1498262400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",,,7,5,,['Single player'],['Bird view or Isometric']
坦率的小红帽和爱说谎的狼,1014,19,1033,92.20%,main_game,1579132800,['PC (Microsoft Windows)'],['Role-playing (RPG)'],,,,,,['Single player'],['Text']
BioShock,28483,1765,30248,92.19%,port,1262649600,"['PC (Microsoft Windows)', 'Xbox 360']","['Shooter', 'hack and slash or beat em up', 'Adventure']",9.3,10.0,8.7,2000,"['Unreal Engine 2.5', 'Unreal Engine 3']",['Single player'],['Bird view or Isometric']
Vampire: The Masquerade - Bloodlines,12594,696,13290,92.19%,main_game,1100563200,['PC (Microsoft Windows)'],['Role-playing (RPG)'],7.2,4.0,8.6,544,['Source'],['Single player'],"['First person', 'Third person']"
Nightmare of Decay,3402,137,3539,92.19%,main_game,1651536000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",,,7.2,6,,['Single player'],['First person']
Transistor,28464,1767,30231,92.18%,main_game,1400544000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",8.5,14.0,8.3,430,,['Single player'],"['Bird view or Isometric', 'Side view']"
DR LIVESEY ROM AND DEATH EDITION,12327,681,13008,92.18%,main_game,1676246400,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",,,3.5,5,,['Single player'],['Third person']
完蛋！我被美女包围了！,41871,2708,44579,92.17%,main_game,1719446400,['SteamVR'],"['Role-playing (RPG)', 'Simulator']",,,,,,['Single player'],['Text']
Agent A: A puzzle in disguise,4858,220,5078,92.17%,main_game,1445990400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",7.5,1.0,7.8,24,['Unity'],['Single player'],['First person']
Rain World,32103,2027,34130,92.16%,main_game,1490659200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",6.2,13.0,6.5,50,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
The Stanley Parable: Ultra Deluxe,26332,1624,27956,92.16%,expanded_game,1651017600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Adventure']",8.3,3.0,9,119,['Unity'],['Single player'],['First person']
Severed Steel,5504,258,5762,92.16%,main_game,1631836800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Indie']",8.5,2.0,7.1,12,,['Single player'],['First person']
Turing Complete,3124,123,3247,92.16%,main_game,1633132800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator']",,,8.3,5,,['Single player'],['Bird view or Isometric']
BROK the InvestiGator,977,18,995,92.16%,main_game,1661472000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Fighting', 'Puzzle', 'hack and slash or beat em up', 'Adventure']",,,,,['Game Maker Studio 2'],"['Single player', 'Co-operative']","['Third person', 'Side view']"
Symphony of War: The Nephilim Saga,11100,606,11706,92.15%,main_game,1654819200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Strategy', 'Tactical', 'Adventure', 'Indie']",8.1,1.0,7,6,['RPG Maker'],['Single player'],"['Third person', 'Bird view or Isometric']"
Another Crab's Treasure,11011,601,11612,92.15%,main_game,1714003200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Xbox One', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",7.7,3.0,8.5,22,['Unity'],['Single player'],['Third person']
Geometry Arena,2281,79,2360,92.15%,main_game,1622505600,['PC (Microsoft Windows)'],['Shooter'],,,,,['Unity'],['Single player'],['Bird view or Isometric']
Sleeping Dogs™,16055,933,16988,92.14%,main_game,1344816000,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Xbox One']","['Shooter', 'hack and slash or beat em up', 'Adventure']",8.2,15.0,8.1,566,['Havok Physics'],['Single player'],['Third person']
Rome: Total War,14943,858,15801,92.14%,main_game,1378166400,"['PC (Microsoft Windows)', 'Mac']","['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)']",9.1,3.0,8.3,276,['TW Engine 3'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
Little Inferno,11672,644,12316,92.14%,main_game,1353196800,"['PC (Microsoft Windows)', 'Wii U', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Adventure', 'Indie']",6.5,8.0,7.4,130,,['Single player'],['Side view']
Clap Clap,2413,86,2499,92.14%,main_game,1717372800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,,,['Single player'],['First person']
Bing in Wonderland,1916,61,1977,92.14%,main_game,1673568000,['PC (Microsoft Windows)'],['Indie'],,,,,,['Single player'],['Side view']
Gunfire Reborn,90142,6260,96402,92.13%,main_game,1637107200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Shooter', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,7.4,34,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
The Past Within,13327,753,14080,92.13%,main_game,1667347200,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,7,20,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Lucy -The Eternity She Wished For-,7540,384,7924,92.13%,main_game,1456617600,"['PC (Microsoft Windows)', 'Android']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",7.2,2.0,8,8,,['Single player'],['Text']
Barotrauma,62429,4224,66653,92.12%,main_game,1678665600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Adventure', 'Indie']",,,7,28,['MonoGame'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
My Singing Monsters,35859,2305,38164,92.12%,main_game,1346630400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'Android', 'iOS']","['Music', 'Simulator', 'Strategy']",7.7,1.0,7.9,12,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
Rise of Nations: Extended Edition,13298,753,14051,92.12%,main_game,1402531200,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']",,,8,14,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
Perfect Gold,1037,21,1058,92.12%,main_game,1618790400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",8.0,1.0,,,,['Single player'],['Text']
Ever Seen A Cat?,706,8,714,92.12%,main_game,1642464000,['PC (Microsoft Windows)'],['Casual'],,,,,,['Single player'],['Side view']
Freddy Fazbear's Pizzeria Simulator,27381,1718,29099,92.10%,port,1565654400,"['PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']",['Indie'],,,7.9,34,['Clickteam Fusion'],['Single player'],['First person']
恋爱绮谭 不存在的真相,1999,66,2065,92.10%,main_game,1666949763,['PC (Microsoft Windows)'],"['Adventure', 'Casual']",,,,,,['Single player'],['Text']
PC Building Simulator,47309,3144,50453,92.09%,main_game,1544745600,"['PC (Microsoft Windows)', 'Android']",['Simulator'],6.5,2.0,7.5,62,['Unity'],,['Bird view or Isometric']
Minds Beneath Us,1541,44,1585,92.09%,main_game,1722384000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",8.8,2.0,,,,['Single player'],['Side view']
9-nine-:Episode 4,955,18,973,92.08%,main_game,1616203211,['PC (Microsoft Windows)'],['Casual'],,,,,,['Single player'],['Text']
ELDEN RING,897824,70190,968014,92.07%,main_game,1645747200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Adventure']",9.7,14.0,9.6,1000,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Company of Heroes,15098,882,15980,92.07%,main_game,1158019200,"['PC (Microsoft Windows)', 'iOS']","['Real Time Strategy (RTS)', 'Strategy']",9.5,5.0,8.6,205,"['Havok Physics', 'Essence Engine']","['Single player', 'Multiplayer']",['Bird view or Isometric']
Narcissu 1st & 2nd,4417,200,4617,92.07%,main_game,1429833600,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],,,7,4,,['Single player'],['Text']
Enigmatis 2: The Mists of Ravenwood,1471,41,1512,92.07%,main_game,1380067200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",,,7.3,13,,['Single player'],['First person']
Long Dream,802,12,814,92.07%,main_game,1681171200,['PC (Microsoft Windows)'],"['Puzzle', 'Indie', 'Visual Novel']",,,,,['Unity'],['Single player'],['Side view']
SpeedRunners,34055,2204,36259,92.06%,main_game,1461024000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Racing', 'Indie', 'Arcade']",,,7.6,97,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Yuppie Psycho,7295,375,7670,92.06%,main_game,1556150400,"['PC (Microsoft Windows)', 'Xbox One', 'Linux', 'Mac']","['Adventure', 'Indie']",8.5,1.0,8.5,33,,['Single player'],['Bird view or Isometric']
Tales of Maj'Eyal,6139,303,6442,92.06%,main_game,1356912000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Tactical', 'Adventure', 'Indie']",,,7.8,19,['T-Engine'],['Single player'],['Bird view or Isometric']
Melatonin,5858,286,6144,92.06%,main_game,1671062400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Nintendo Switch']","['Music', 'Puzzle', 'Indie', 'Arcade']",8.0,2.0,8.9,11,,['Single player'],"['Bird view or Isometric', 'Side view']"
Turnip Boy Commits Tax Evasion,11316,633,11949,92.05%,main_game,1619049600,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",7.7,4.0,7,44,['Unity'],['Single player'],['Bird view or Isometric']
Judgment,7587,394,7981,92.05%,remaster,1619136000,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S']","['Role-playing (RPG)', 'Adventure']",8.3,17.0,8.3,75,['Dragon Engine'],['Single player'],"['First person', 'Third person']"
The Witch's House MV,3015,121,3136,92.05%,remake,1540944000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,7.1,20,['RPG Maker MV'],['Single player'],['Side view']
100 March Cats,1135,26,1161,92.05%,main_game,1709683200,['PC (Microsoft Windows)'],"['Point-and-click', 'Indie']",,,5.1,5,,['Single player'],['Side view']
100 Funny Cats,1087,24,1111,92.05%,main_game,1711929600,['PC (Microsoft Windows)'],['Indie'],,,,,,['Single player'],['Text']
The Procession to Calvary,970,19,989,92.05%,main_game,1586390400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,7.5,15,['Unity 5'],['Single player'],['Side view']
Bloons TD5,10620,590,11210,92.04%,main_game,1323820800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Web browser', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Tactical']",,,7.2,39,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
Door Kickers: Action Squad,9260,501,9761,92.04%,main_game,1536537600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Platform', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",8.3,4.0,7.7,17,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Cat Quest,8616,460,9076,92.04%,bundle,1596153600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Nintendo Switch', 'iOS']","['Role-playing (RPG)', 'Adventure', 'Indie']",8.3,8.0,7.2,63,,['Single player'],['Third person']
In Sound Mind,4863,228,5091,92.04%,main_game,1632787200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Nintendo Switch']","['Shooter', 'Platform', 'Puzzle', 'Adventure', 'Indie']",,,8,17,,['Single player'],['First person']
Zup! 8,4019,178,4197,92.04%,main_game,1519257600,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",,,7,2,,['Single player'],['Side view']
Bloodstained: Ritual of the Night,35931,2349,38280,92.03%,main_game,1560816000,"['PC (Microsoft Windows)', 'Wii U', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'iOS', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure']",8.2,12.0,8.4,170,['Unreal Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
NIGHT-RUNNERS PROLOGUE,11841,671,12512,92.03%,main_game,1719105194,['PC (Microsoft Windows)'],"['Racing', 'Simulation']",,,,,,['Single player'],['Third person']
fault - milestone two side: above,2465,92,2557,92.03%,main_game,1441670400,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",,,8,7,,['Single player'],['Text']
UFO 50,2350,86,2436,92.03%,main_game,1726617600,['PC (Microsoft Windows)'],"['Shooter', 'Platform', 'Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie', 'Arcade']",8.9,3.0,,,['GameMaker: Studio'],"['Single player', 'Multiplayer', 'Co-operative']","['Bird view or Isometric', 'Side view']"
Pentiment,6276,315,6591,92.02%,main_game,1668470400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure']",8.5,9.0,8.9,60,['Unity'],['Single player'],['Side view']
Ages of Conflict: World War Simulator,3092,127,3219,92.01%,main_game,1676592000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie']",,,,,,['Single player'],['Bird view or Isometric']
Later Alligator,2417,90,2507,92.01%,main_game,1568764800,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,7.1,10,,['Single player'],['First person']
Sizeable,1076,24,1100,92.01%,main_game,1616112000,['PC (Microsoft Windows)'],"['Puzzle', 'Strategy', 'Indie']",,,6.3,8,,['Single player'],['Bird view or Isometric']
Farm Together,20190,1243,21433,92.00%,main_game,1539216000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie']",8.0,3.0,7,10,['Unity 2018'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Reventure,8410,451,8861,92.00%,main_game,1559606400,"['PC (Microsoft Windows)', 'Android', 'Nintendo Switch']","['Platform', 'Strategy', 'Adventure', 'Indie']",7.0,2.0,7.1,14,,['Single player'],['Side view']
Dead Space 2,22845,1433,24278,91.99%,main_game,1295913600,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Shooter', 'Adventure']",9.0,11.0,8.7,852,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Dungeons 3,17058,1029,18087,91.99%,main_game,1507852800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']",7.4,3.0,7.8,20,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']","['Third person', 'Bird view or Isometric']"
Soulstone Survivors: Prologue,4090,185,4275,91.99%,trial,1661548331,['PC (Microsoft Windows)'],"['Action', 'Indie', 'Role-playing (RPG)']",,,,,,['Single player'],['Bird view or Isometric']
Leap Year,782,12,794,91.99%,main_game,1718323200,['PC (Microsoft Windows)'],"['Platform', 'Puzzle', 'Adventure', 'Indie']",,,,,,['Single player'],['Side view']
The Secret of Monkey Island: Special Edition,5308,258,5566,91.98%,remake,1247616000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",8.0,4.0,8.4,145,['SCUMM'],['Single player'],['Side view']
OnlyCans: Thirst Date,3198,134,3332,91.98%,main_game,1610236800,"['PC (Microsoft Windows)', 'Web browser']","['Simulator', 'Indie', 'Visual Novel']",,,,,['Unity'],['Single player'],['First person']
Some Some Convenience Store,2934,119,3053,91.98%,main_game,1578960000,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch']","['Simulator', 'Strategy', 'Adventure', 'Indie', 'Visual Novel']",,,,,['Unity'],['Single player'],['Text']
Shadows Over Loathing,2749,109,2858,91.98%,main_game,1668124800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,,,['Unity'],['Single player'],"['Side view', 'Text']"
Duck Simulator 2,2657,104,2761,91.98%,main_game,1637539200,"['PC (Microsoft Windows)', 'Xbox One']","['Platform', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,,,['Unity'],['Single player'],"['First person', 'Third person']"
The Legend of Heroes: Trails from Zero,1022,22,1044,91.98%,remaster,1664236800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",8.7,3.0,9,22,,['Single player'],['Third person']
