name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
Hexcells Infinite,"4,154",125,"4,279",93.28%,main_game,1409529600,"['PC (Microsoft Windows)', 'Linux', 'iOS', 'Mac']","['Puzzle', 'Strategy', 'Indie']",n/a,n/a,7.7,25,['Unity 4'],['Single player'],['First person']
NUKITASHI 2,"1,353",16,"1,369",93.28%,main_game,1707955200,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Orbo's Odyssey,"1,189",11,"1,200",93.28%,main_game,1692576000,['PC (Microsoft Windows)'],['Adventure'],n/a,n/a,7.7,5,['Unity'],['Single player'],['Third person']
Mirage Feathers,"1,122",9,"1,131",93.28%,main_game,1725580800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Third person']
FreshWomen - Season 1,"15,990",715,"16,705",93.27%,main_game,1660867200,"['PC (Microsoft Windows)', 'Android', 'Linux']","['Point-and-click', 'Role-playing (RPG)', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,"[""Ren'Py Visual Novel Engine""]",['Single player'],['First person']
Spin Rhythm XD,"3,794",110,"3,904",93.27%,main_game,1678752000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation VR2', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",9.8,1.0,7.6,10,['Unity'],"['Single player', 'Multiplayer']",['Third person']
Zup! Z,"4,013",120,"4,133",93.26%,main_game,1608508800,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
The Elder Scrolls III: Morrowind,"23,604","1,139","24,743",93.24%,main_game,1020211200,"['PC (Microsoft Windows)', 'Xbox']","['Role-playing (RPG)', 'Adventure']",6.3,4.0,8.6,737,['Gamebryo'],['Single player'],"['First person', 'Third person']"
Coloring Pixels,"7,081",263,"7,344",93.24%,main_game,1534464000,['PC (Microsoft Windows)'],"['Casual', 'Indie']",n/a,n/a,8.9,11,n/a,['Single player'],['Side view']
Neighbours from Hell,"2,777",69,"2,846",93.24%,main_game,1056067200,"['PC (Microsoft Windows)', 'Xbox', 'Nintendo GameCube']","['Strategy', 'Adventure']",7.2,2.0,7.9,128,['Unity'],['Single player'],['Side view']
Aokana - EXTRA1,"1,304",15,"1,319",93.24%,main_game,1498780800,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",n/a,n/a,n/a,n/a,['BGI/Ethornell'],['Single player'],"['First person', 'Text']"
NGU IDLE,"10,999",459,"11,458",93.23%,main_game,1569888000,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,7.7,8,n/a,['Single player'],['Text']
Illusion Carnival,"2,048",41,"2,089",93.23%,main_game,1720656000,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['Bird view / Isometric']
Rooftops & Alleys: The Parkour Game,"3,625",105,"3,730",93.22%,main_game,1716249600,['PC (Microsoft Windows)'],"['Simulator', 'Sport', 'Indie', 'Arcade']",n/a,n/a,n/a,n/a,['Unreal Engine 5'],"['Single player', 'Multiplayer']","['First person', 'Third person']"
Master Of Pottery,"2,714",67,"2,781",93.22%,main_game,1573430400,['PC (Microsoft Windows)'],"['Simulator', 'Indie']",n/a,n/a,8.0,1,n/a,['Single player'],['First person']
"怠惰的怪獸公主不想工作 ","5,317",181,"5,498",93.21%,main_game,"1655850029 ",['PC (Microsoft Windows)'],['Visual Novel'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
The Pedestrian,"4,441",141,"4,582",93.21%,main_game,1580256000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",7.3,2.0,7.7,45,n/a,['Single player'],['Side view']
Project Zomboid,"303,906","18,799","322,705",93.20%,main_game,1383868800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Indie']",n/a,n/a,8.2,116,n/a,"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Bird view / Isometric']
Call of Juarez Gunslinger,"36,803","1,907","38,710",93.20%,main_game,1369180800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Nintendo Switch']","['Shooter', 'Adventure', 'Arcade']",7.5,10.0,7.8,287,['Chrome Engine'],['Single player'],['First person']
Trine 2,"20,453",973,"21,426",93.20%,main_game,1323216000,"['PC (Microsoft Windows)', 'Wii U', 'PlayStation 3', 'Xbox 360', 'Android', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Adventure']",8.5,9.0,7.7,248,['Storm3D'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
It Steals,"1,809",33,"1,842",93.20%,main_game,1609372800,['Web browser'],"['Quiz/Trivia', 'Adventure']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
"枝江畔之梦 ","1,469",21,"1,490",93.20%,main_game,"1643295617 ",['PC (Microsoft Windows)'],,n/a,n/a,n/a,n/a,n/a,,
Blood and Bacon,"31,221","1,588","32,809",93.19%,main_game,1454284800,['PC (Microsoft Windows)'],"['Shooter', 'Adventure']",n/a,n/a,n/a,n/a,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Indigo Park,"17,108",793,"17,901",93.18%,main_game,1715990400,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,8.8,5,n/a,['Single player'],['First person']
STAR WARS™ Republic Commando,"14,753",665,"15,418",93.18%,main_game,1108598400,"['PC (Microsoft Windows)', 'Xbox', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Tactical', 'Adventure']",8.1,6.0,8.2,211,['Unreal Engine 2'],"['Single player', 'Multiplayer']",['First person']
100 Ninja Cats,"1,911",37,"1,948",93.18%,main_game,1707696000,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
"NEEDY GIRL OVERDOSE ","38,662","2,029","40,691",93.17%,main_game,"1642755028 ","['PC (Microsoft Windows)', 'macOS', 'Nintendo Switch']","['Adventure', 'Indie']",n/a,n/a,7.1,24,['Unity'],['Single player'],['Text']
Roboquest,"17,971",843,"18,814",93.17%,main_game,844128000,['PC (Microsoft Windows)'],"['Action', 'Indie']",n/a,n/a,n/a,n/a,['Unreal Engine 4'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
SpaceEngine,"10,587",446,"11,033",93.17%,main_game,1560211200,"['PC (Microsoft Windows)', 'SteamVR']","['Simulator', 'Indie']",n/a,n/a,9.0,12,['VRAGE 2.0'],['Single player'],['Virtual Reality']
The Forgotten City,"9,978",416,"10,394",93.16%,main_game,1627430400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",9.0,6.0,8.3,118,['Unreal Engine 4'],['Single player'],['First person']
Swallow the Sea,"2,137",46,"2,183",93.16%,main_game,1587686400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",n/a,n/a,6.0,11,['Unity'],['Single player'],['Side view']
Day of the Tentacle Remastered,"4,128",130,"4,258",93.15%,remaster,1458518400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Xbox One', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",8.5,12.0,7.6,98,['SCUMM'],['Single player'],['Side view']
NEKOPARA Vol. 1,"25,469","1,272","26,741",93.14%,main_game,1419811200,"['PC (Microsoft Windows)', 'OOParts', 'PlayStation 4', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",n/a,n/a,7.3,34,['KiriKiri'],['Single player'],['Text']
The Rewinder,"6,288",232,"6,520",93.14%,main_game,1631232000,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,7.0,5,n/a,['Single player'],['Side view']
Impostor Factory,"10,602",452,"11,054",93.13%,main_game,1632960000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",n/a,n/a,7.8,20,['RPG Maker XP'],['Single player'],['Bird view / Isometric']
Sudocats,"1,188",13,"1,201",93.13%,main_game,1647216000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Card & Board Game']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
ROUNDS,"29,957","1,539","31,496",93.12%,main_game,1617235200,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One']","['Fighting', 'Indie', 'Arcade']",n/a,n/a,6.8,11,['Unity'],['Multiplayer'],['Side view']
PlateUp!,"19,748",952,"20,700",93.12%,main_game,1659571200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie']",n/a,n/a,8.0,20,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Retrowave,"14,349",654,"15,003",93.12%,main_game,1651795200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Indie']",n/a,n/a,8.0,9,n/a,['Single player'],"['First person', 'Third person']"
Bit Blaster XL,"5,931",216,"6,147",93.12%,main_game,1453420800,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],n/a,n/a,6.8,9,n/a,['Single player'],['Bird view / Isometric']
LISA,"13,654",618,"14,272",93.11%,main_game,1418601600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Orcs Must Die!,"7,579",298,"7,877",93.11%,main_game,1317772800,"['PC (Microsoft Windows)', 'Xbox 360']","['Shooter', 'Strategy', 'Indie']",8.6,5.0,7.2,94,['Vision'],['Single player'],"['First person', 'Third person']"
Raging Loop,"6,090",225,"6,315",93.10%,main_game,1449100800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",n/a,n/a,8.0,13,n/a,['Single player'],"['Side view', 'Text']"
klocki,"4,469",148,"4,617",93.10%,main_game,1467676800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Indie']",n/a,n/a,7.7,12,['Unity'],['Single player'],"['Side view', 'Text']"
WitchSpring R,"5,456",195,"5,651",93.09%,remake,1695600000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Nintendo Switch']",['Role-playing (RPG)'],8.1,3.0,n/a,n/a,['Unity'],['Single player'],['Bird view / Isometric']
Just a To the Moon Series Beach Episode,"1,555",26,"1,581",93.09%,main_game,1726790400,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,['RPG Maker XP'],['Single player'],['Bird view / Isometric']
Cats and Seek: Osaka,"1,468",23,"1,491",93.09%,main_game,1701043200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Card & Board Game']",n/a,n/a,n/a,n/a,n/a,['Single player'],['First person']
Will You Snail?,"2,586",66,"2,652",93.08%,main_game,1646784000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",n/a,n/a,n/a,n/a,['Game Maker Studio'],['Single player'],['Side view']
Content Warning,"96,872","5,689","102,561",93.07%,main_game,1711929600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,"['Multiplayer', 'Co-operative']",['First person']
Incredibox,"3,774",118,"3,892",93.07%,main_game,1250380800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Music', 'Indie']",n/a,n/a,6.1,26,['Box2D Physics Engine'],['Single player'],['Text']
"Tails Noir: Prologue ","4,007",129,"4,136",93.06%,trial,"1556125200 ","['PC (Microsoft Windows)', 'macOS', 'Nintendo Switch']",,n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Half-Life: Opposing Force,"22,170","1,111","23,281",93.04%,standalone_expansion,942192000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Platform', 'Puzzle']",7.0,1.0,8.1,323,['GoldSrc'],"['Single player', 'Multiplayer']",['First person']
Pilgrims,"4,378",147,"4,525",93.04%,main_game,883526400,['PC (Microsoft Windows)'],['Adventure'],n/a,n/a,7.6,44,n/a,['Single player'],['Text']
Dwarf Fortress,"25,233","1,290","26,523",93.03%,main_game,1670284800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",8.4,1,8.7,51,['OpenGL'],['Single player'],"['Bird view / Isometric', 'Text']"
Machinarium,"14,525",679,"15,204",93.03%,main_game,1255651200,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",8.8,3.0,8.3,362,['Adobe Flash Player'],['Single player'],['Side view']
Hylics 2,"2,497",64,"2,561",93.03%,main_game,1592784000,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Indie']",n/a,n/a,8.1,9,['RPG Maker'],['Single player'],['Text']
Nodebuster,"2,181",51,"2,232",93.03%,main_game,1723507200,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,n/a,n/a,['Godot Engine'],['Single player'],['Bird view / Isometric']
DEEP SPACE WAIFU,"8,035",330,"8,365",93.02%,main_game,1496188800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
Songs of Syx,"4,923",174,"5,097",93.02%,main_game,1600646400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Indie']",n/a,n/a,4.9,13,n/a,['Single player'],['Bird view / Isometric']
Voidigo,"3,700",117,"3,817",93.02%,main_game,1686182400,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Fluffy Store,"3,341",101,"3,442",93.01%,main_game,1565827200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",n/a,n/a,7.0,1,n/a,['Single player'],['First person']
Sakuya Izayoi Gives You Advice And Dabs,"2,142",50,"2,192",93.01%,main_game,1581292800,['PC (Microsoft Windows)'],['Visual Novel'],n/a,n/a,8.0,4,n/a,['Single player'],"['First person', 'Text']"
"Mafia II (Classic) ","50,092","2,806","52,898",93.00%,main_game,"1300825200 ","['PC (Microsoft Windows)', 'Mac', 'PlayStation 3', 'Xbox 360']",,7.3,9,8.1,1000,n/a,['Single player'],['Third person']
"Warhammer 40,000: Dawn of War - Soulstorm","15,647",747,"16,394",93.00%,expansion,1204588800,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Strategy']",8.0,3.0,6.7,64,n/a,"['Single player', 'Multiplayer']",['Bird view / Isometric']
Nova Drift,"12,140",551,"12,691",93.00%,main_game,1723420800,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Arcade']",0.0,1.0,5.8,10,['Solar2D / Corona SDK'],['Single player'],['Bird view / Isometric']
The Jackbox Party Pack 7,"4,314",146,"4,460",93.00%,main_game,1602720000,"['PC (Microsoft Windows)', 'Amazon Fire TV', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS']","['Puzzle', 'Strategy', 'Quiz/Trivia', 'Indie']",7.8,5.0,7.9,14,n/a,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Submachine: Legacy,"1,101",12,"1,113",93.00%,main_game,1697155200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Ori and the Blind Forest,"52,754","2,981","55,735",92.99%,expanded_game,1457654400,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure']",8.8,17,8.7,1000,['Unity'],['Single player'],['Side view']
GUILTY GEAR XX ACCENT CORE PLUS R,"6,641",261,"6,902",92.99%,expanded_game,1348099200,"['PC (Microsoft Windows)', 'PlayStation Vita', 'Arcade', 'Nintendo Switch']","['Fighting', 'Arcade']",0.0,2.0,9.0,29,n/a,"['Single player', 'Multiplayer']",['Side view']
Buckshot Roulette,"30,373","1,612","31,985",92.98%,main_game,1703721600,"['PC (Microsoft Windows)', 'Linux']","['Simulator', 'Strategy', 'Indie']",8.0,1.0,8.0,62,['Godot Engine'],['Single player'],['First person']
Timberborn,"25,322","1,312","26,634",92.98%,main_game,1631664000,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Strategy', 'Indie']",n/a,n/a,7.2,7,['Unity'],['Single player'],['Bird view / Isometric']
(the) Gnorp Apologue,"5,594",209,"5,803",92.98%,main_game,1702512000,['PC (Microsoft Windows)'],"['Simulator', 'Strategy', 'Indie']",n/a,n/a,7.4,5,n/a,['Single player'],['Side view']
"像素女友 ","1,332",20,"1,352",92.98%,main_game,"1597885080 ",['PC (Microsoft Windows)'],"['Adventure', 'Casual', 'Indie', 'Simulation']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
"LEGO® MARVEL Super Heroes ","22,675","1,158","23,833",92.97%,main_game,"1382390400 ","['PC (Microsoft Windows)', 'iOS', 'Nintendo DS', 'Nintendo 3DS', 'PlayStation 3', 'PlayStation 4', 'PlayStation Vita', 'Wii U', 'Xbox 360', 'Xbox One', 'Mac']","['Action', 'Adventure']",8.5,20,7.9,189,['Proprietary Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
The Talos Principle 2,"9,904",434,"10,338",92.97%,main_game,1698883200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Puzzle', 'Adventure', 'Indie']",9.0,9.0,8.8,30,['Unreal Engine 5'],['Single player'],"['First person', 'Third person']"
We Become What We Behold,"5,048",183,"5,231",92.97%,main_game,1477267200,"['PC (Microsoft Windows)', 'Web browser']",['Indie'],n/a,n/a,7.8,15,['PixiJS'],['Single player'],['Bird view / Isometric']
Coloring Game 2,"3,325",102,"3,427",92.97%,main_game,1578614400,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,6.5,7,n/a,['Single player'],['Side view']
My Summer Car,"73,322","4,297","77,619",92.96%,main_game,1477267200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Sport', 'Indie']",n/a,n/a,7.0,35,['Unity'],['Single player'],['First person']
Against the Storm,"25,141","1,306","26,447",92.96%,port,1627516800,['PC (Microsoft Windows)'],"['Shooter', 'Arcade']",9.1,1,8.5,24,['Unity'],['Single player'],['Bird view / Isometric']
Dust: An Elysian Tail,"17,544",862,"18,406",92.96%,main_game,1344988800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox 360', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",8.2,10,7.6,153,['XNA'],['Single player'],['Side view']
Audiosurf,"10,409",464,"10,873",92.95%,main_game,1432598400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Music', 'Puzzle', 'Indie']",9.0,3,7.5,120,['Unity 5'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Anomaly Agent,"6,597",262,"6,859",92.95%,main_game,1706054400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Fighting', 'Platform', 'Adventure', 'Indie', 'Arcade']",8.0,1,7.6,21,['Unity'],['Single player'],['Side view']
Creeper World 3: Arc Eternal,"4,366",151,"4,517",92.95%,main_game,1395878400,['PC (Microsoft Windows)'],"['Puzzle', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",n/a,n/a,8.6,11,n/a,['Single player'],Creeper World 3: Arc Eternal
Rakuen,"5,558",210,"5,768",92.94%,main_game,1369267200,"['PC (Microsoft Windows)', 'PlayStation Portable']",['Visual Novel'],7.9,2,8.0,22,['RPG Maker XP'],['Single player'],['Text']
"我的小鲨鱼 ","3,075",92,"3,167",92.93%,main_game,"1705937963 ",['PC (Microsoft Windows)'],,n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Bang-On Balls: Chronicles,"4,267",148,"4,415",92.92%,main_game,1696464000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",8.0,4.0,n/a,n/a,['Unreal Engine 4'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Borderlands 2,"269,198","17,453","286,651",92.91%,main_game,1347926400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Role-playing (RPG)']",8.1,18.0,8.4,1000,['Unreal Engine'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['First person']
100 Capitalist Cats,"2,600",72,"2,672",92.91%,main_game,1705795200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Arcade']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Peaks of Yore,"1,626",32,"1,658",92.91%,main_game,1698278400,['PC (Microsoft Windows)'],"['Platform', 'Adventure', 'Indie']",n/a,n/a,8.9,5,['Unity3D'],['Single player'],['First person']
Recettear: An Item Shop's Tale,"6,809",277,"7,086",92.90%,main_game,1198195200,"['PC (Microsoft Windows)', 'Linux']","['Role-playing (RPG)', 'Simulator', 'Indie']",7.6,2,6.9,47,n/a,['Single player'],"['Bird view / Isometric', 'Text']"
"STEINS;GATE 0 ","5,583",214,"5,797",92.90%,main_game,"1525810140 ",['PC (Microsoft Windows)'],['Visual Nove;'],8.7,12,8.5,36,n/a,['Single player'],['Text']
東方風神録 〜 Mountain of Faith.,"1,060",12,"1,072",92.90%,main_game,1187308800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
"Star Wars: Battlefront 2 (Classic, 2005)","49,643","2,844","52,487",92.89%,main_game,1510876800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Shooter', 'Adventure']",7.2,23.0,7.0,464,['Frostbite'],"['Single player', 'Multiplayer', 'Co-operative']","['First person', 'Third person']"
Monster Girl Island: Prologue,"16,349",807,"17,156",92.89%,main_game,1560902400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",n/a,n/a,n/a,n/a,['Unity'],['Single player'],['First person']
像素男友,"1,055",12,"1,067",92.89%,main_game,1608768000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Northern Journey,"2,667",76,"2,743",92.87%,main_game,1629244800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",n/a,n/a,8.0,5,['Unreal Engine 4'],['Single player'],['First person']
Snufkin: Melody of Moominvalley,"1,933",45,"1,978",92.87%,main_game,1709769600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Music', 'Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",8.5,3.0,8.2,5,['Unity'],['Single player'],"['Third person', 'Bird view / Isometric', 'Text']"
The Curse of Monkey Island,"2,478",68,"2,546",92.86%,main_game,878256000,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",n/a,n/a,8.5,281,['SCUMM'],['Single player'],['Side view']
東方虹龍洞 ～ Unconnected Marketeers.,"1,705",36,"1,741",92.86%,main_game,1620000000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
"9-nine-:Episode 2 ","1,304",21,"1,325",92.86%,episodic,"1565999870 ",['PC (Microsoft Windows)'],,n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
Boneraiser Minions,"4,811",178,"4,989",92.85%,main_game,1659657600,['PC (Microsoft Windows)'],['Indie'],n/a,n/a,n/a,n/a,n/a,['Single player'],['Bird view / Isometric']
Cats Hidden in Bali,"1,070",13,"1,083",92.85%,main_game,1695600000,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Side view']
Railroader,"1,968",47,"2,015",92.84%,dlc_addon,1627430400,['PC (Microsoft Windows)'],['Simulator'],n/a,n/a,n/a,n/a,n/a,['Single player'],"['First person', 'Third person']"
last seen online,"1,036",12,"1,048",92.84%,main_game,1703289600,"['PC (Microsoft Windows)', 'Web browser', 'Mac']","['Puzzle', 'Simulator', 'Indie']",n/a,n/a,n/a,n/a,"['Custom HTML5, JavaScript, CSS']",['Single player'],"['First person', 'Text']"
Rusty Lake Hotel,"8,118",352,"8,470",92.83%,main_game,1450051200,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",n/a,n/a,5.9,77,n/a,['Single player'],['First person']
AVICII Invector,"3,123",98,"3,221",92.83%,main_game,1575936000,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",81.0,3,8.2,15,n/a,"['Single player', 'Multiplayer', 'Split screen']",['Third person']
S.T.A.L.K.E.R.: Shadow of Chernobyl,"40,224","2,287","42,511",92.82%,main_game,1174348800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Shooter', 'Role-playing (RPG)']",8.0,4.0,8.2,369,['X-ray Engine'],"['Single player', 'Multiplayer']",['First person']
"STAR WARS™ Battlefront (Classic 2004) ","3,997",140,"4,137",92.82%,main_game,"1556760107 ","['PC (Microsoft Windows)', 'Nintendo Switch', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X|S']",['Action'],7.2,23,7.0,464,n/a,"['Single player', 'Multiplayer']",['First person']
Dream Ending,"2,876",87,"2,963",92.82%,main_game,1563753600,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Visual Novel']",n/a,n/a,n/a,n/a,n/a,['Single player'],['First person']
"東方紺珠伝 ～ Legacy of Lunatic Kingdom. ","1,232",19,"1,251",92.82%,main_game,"1554169920 ",['PC (Microsoft Windows)'],"['Action', 'Indie']",n/a,n/a,n/a,n/a,n/a,['Single player'],['Text']
